x,y,z
0.0,0.0,-0.0
0.08247078907,0.004284482913,-0.06505275499
0.08598818515,-0.01761273203,-0.05960523109
0.08927807183,-0.03447946262,-0.04496103829
0.091711738,-0.04526592575,-0.02412192106
0.09266219514,-0.04905722896,6.853228547e-18
0.091711738,-0.04526592575,0.02412192106
0.08927807183,-0.03447946262,0.04496103829
0.08598818515,-0.01761273203,0.05960523109
0.08247078907,0.004284482913,0.06505275499
0.07928860091,0.02911538256,0.05931398653
0.07673864029,0.05242941744,0.04453740984
0.07504901458,0.06965184811,0.0238306765
0.07443787975,0.07636549928,1.19168208e-17
0.07504901458,0.06965184811,-0.0238306765
0.07673864029,0.05242941744,-0.04453740984
0.07928860091,0.02911538256,-0.05931398653
0.1858254794,0.01576689712,-0.1195844838
0.1911986183,-0.02626129236,-0.1098212742
0.1962386297,-0.05906335566,-0.08308015293
0.1999719564,-0.08018352982,-0.04477349695
0.20143107,-0.08763816926,9.594519966e-18
0.1999719564,-0.08018352982,0.04477349695
0.1962386297,-0.05906335566,0.08308015293
0.1911986183,-0.02626129236,0.1098212742
0.1858254794,0.01576689712,0.1195844838
0.1809890883,0.06203084537,0.1088019183
0.177138562,0.1041277708,0.08159745335
0.1746091209,0.1345031284,0.04375414099
0.1737011554,0.146153848,1.71229154e-17
0.1746091209,0.1345031284,-0.04375414099
0.177138562,0.1041277708,-0.08159745335
0.1809890883,0.06203084537,-0.1088019183
0.305961086,0.03239069082,-0.1646389122
0.3118635876,-0.02788688533,-0.1515148498
0.317421372,-0.07548899132,-0.1149500206
0.321545606,-0.1063405705,-0.06222114925
0.3231590837,-0.1172770784,9.251858539e-18
0.321545606,-0.1063405705,0.06222114925
0.317421372,-0.07548899132,0.1149500206
0.3118635876,-0.02788688533,0.1515148498
0.305961086,0.03239069082,0.1646389122
0.3006845749,0.09695942752,0.149548949
0.2965206331,0.1539561729,0.1120905285
0.2938180138,0.1941258683,0.06025524847
0.2928582988,0.2092770137,1.721750708e-17
0.2938180138,0.1941258683,-0.06025524847
0.2965206331,0.1539561729,-0.1120905285
0.3006845749,0.09695942752,-0.149548949
0.4387746236,0.05209931222,-0.201259766
0.4442153812,-0.02443071529,-0.1855526782
0.4493659969,-0.08549368183,-0.1411633178
0.4531976375,-0.1253248061,-0.07673129951
0.4546986956,-0.1395082137,6.853228547e-18
0.4531976375,-0.1253248061,0.07673129951
0.4493659969,-0.08549368183,0.1411633178
0.4442153812,-0.02443071529,0.1855526782
0.4387746236,0.05209931222,0.201259766
0.4339581738,0.1321141681,0.1826402326
0.4302057214,0.2007757365,0.1369270333
0.4278133881,0.2480920952,0.07381885391
0.4269777816,0.2656469637,1.379981913e-17
0.4278133881,0.2480920952,-0.07381885391
0.4302057214,0.2007757365,-0.1369270333
0.4339581738,0.1321141681,-0.1826402326
0.5801631073,0.07283620952,-0.2304907712
0.5844862873,-0.01783398657,-0.2128014798
0.5886122026,-0.0908147394,-0.1623127212
0.5916930016,-0.138723995,-0.0885703693
0.5929023649,-0.1558658329,3.426614274e-18
0.5916930016,-0.138723995,0.0885703693
0.5886122026,-0.0908147394,0.1623127212
0.5844862873,-0.01783398657,0.2128014798
0.5801631073,0.07283620952,0.2304907712
0.5763929976,0.1657081062,0.2091609228
0.573514695,0.2434475746,0.1570173656
0.5717329387,0.2959738364,0.0849298123
0.5711280757,0.3151756655,8.469074831e-18
0.5717329387,0.2959738364,-0.0849298123
0.573514695,0.2434475746,-0.1570173656
0.5763929976,0.1657081062,-0.2091609228
0.7260235519,0.09254483092,-0.2533756535
0.7289085941,-0.01003790352,-0.234127975
0.7316996876,-0.09318947625,-0.1789909076
0.7337966492,-0.1481258954,-0.09800478018
0.7346225507,-0.1678841933,7.703719778e-34
0.7337966492,-0.1481258954,0.09800478018
0.7316996876,-0.09318947625,0.1789909076
0.7289085941,-0.01003790352,0.234127975
0.7260235519,0.09254483092,0.2533756535
0.7235721593,0.1959542808,0.2301961735
0.7217684217,0.2808328,0.1732719235
0.7207143603,0.3373431194,0.09407297861
0.7203776528,0.3577750866,2.824497483e-18
0.7207143603,0.3373431194,-0.09407297861
0.7217684217,0.2808328,-0.1732719235
0.7235721593,0.1959542808,-0.2301961735
0.8722529722,0.1091686246,-0.2709581389
0.8737145897,-0.002983670466,-0.2503988841
0.8751681499,-0.09435520458,-0.1917905534
