x,y,z
0.0,-0.75,-0.0
0.9559703211,-0.7084548105,-0.3567174482
1.006190577,-0.7659113401,-0.3274867332
1.027449499,-0.8061615789,-0.2473208174
1.031444463,-0.8287193855,-0.1328161356
1.030110645,-0.8356405842,7.009698944e-17
1.031444463,-0.8287193855,0.1328161356
1.027449499,-0.8061615789,0.2473208174
1.006190577,-0.7659113401,0.3274867332
0.9559703211,-0.7084548105,0.3567174482
0.8718900685,-0.6394501316,0.324156562
0.7760081985,-0.5723487467,0.2424769322
0.6971720294,-0.5205310977,0.1294859645
0.664427593,-0.4996530536,3.88067759e-17
0.6971720294,-0.5205310977,-0.1294859645
0.7760081985,-0.5723487467,-0.2424769322
0.8718900685,-0.6394501316,-0.324156562
2.047182896,-0.6013119534,-0.6319204921
2.117981376,-0.7381017915,-0.5824755368
2.155611548,-0.8416156705,-0.4416685593
2.170174481,-0.9034156711,-0.2384816937
2.172563922,-0.9235370926,9.771095497e-17
2.170174481,-0.9034156711,0.2384816937
2.155611548,-0.8416156705,0.4416685593
2.117981376,-0.7381017915,0.5824755368
2.047182896,-0.6013119534,0.6319204921
1.940400799,-0.4523045225,0.5713749664
1.823170155,-0.3170945472,0.4255222751
1.728279222,-0.2155694632,0.2273811233
1.689178638,-0.1752014618,5.288647664e-17
1.728279222,-0.2155694632,-0.2273811233
1.823170155,-0.3170945472,-0.4255222751
1.940400799,-0.4523045225,-0.5713749664
3.186570451,-0.4548104956,-0.8353171418
3.256046293,-0.6815332475,-0.7725830629
3.303840859,-0.8603647874,-0.5880868833
3.330801972,-0.9709198584,-0.3192302307
3.339204267,-1.008064997,9.431231306e-17
3.330801972,-0.9709198584,0.3192302307
3.303840859,-0.8603647874,0.5880868833
3.256046293,-0.6815332475,0.7725830629
3.186570451,-0.4548104956,0.8353171418
3.098453924,-0.2218618198,0.7526020362
3.008864118,-0.02066194112,0.5590235717
2.938798218,0.1267136455,0.299249204
2.910445688,0.1845368846,4.931399215e-17
2.938798218,0.1267136455,-0.299249204
3.008864118,-0.02066194112,-0.5590235717
3.098453924,-0.2218618198,-0.7526020362
4.287065715,-0.2951895044,-0.9766154074
4.34105922,-0.6111676012,-0.9054259635
4.391492148,-0.8664114423,-0.6916194468
4.427938854,-1.028062949,-0.3772953029
4.441876115,-1.083599768,7.137148015e-17
4.427938854,-1.028062949,0.3772953029
4.391492148,-0.8664114423,0.6916194468
4.34105922,-0.6111676012,0.9054259635
4.287065715,-0.2951895044,0.9766154074
4.238971176,0.01857932905,0.8787845945
4.200468338,0.2805245322,0.6528683647
4.174205657,0.4681469704,0.350653934
4.164421298,0.5407440947,3.516421232e-17
4.174205657,0.4681469704,-0.350653934
4.200468338,0.2805245322,-0.6528683647
4.238971176,0.01857932905,-0.8787845945
5.261601413,-0.1486880466,-1.065523299
5.293694055,-0.5419667459,-0.9886208905
5.337920128,-0.8637581478,-0.7573099075
5.376197044,-1.071675945,-0.4149104668
5.3924239,-1.144516878,4.035887271e-17
5.376197044,-1.071675945,0.4149104668
5.337920128,-0.8637581478,0.7573099075
5.293694055,-0.5419667459,0.9886208905
5.261601413,-0.1486880466,1.065523299
5.254874288,0.235720277,0.9608694645
5.265361062,0.5500403333,0.716944197
5.279978177,0.7705592532,0.3871590408
5.287298021,0.8546022779,1.751202708e-17
5.279978177,0.7705592532,-0.3871590408
5.265361062,0.5500403333,-0.716944197
5.254874288,0.235720277,-0.9608694645
6.023110273,-0.0415451895,-1.111748826
