x,y,z
0.0,-0.2799,-0.0
0.04808261198,-0.2799,-0.2209568846
0.04851942533,-0.3592913308,-0.202831102
0.0494951648,-0.4238522106,-0.1545567326
0.05049548778,-0.4671655621,-0.08476573142
0.05095688463,-0.482982612,-1.561251128e-17
0.05049548778,-0.4671655621,0.08476573142
0.0494951648,-0.4238522106,0.1545567326
0.04851942533,-0.3592913308,0.202831102
0.04808261198,-0.2799,0.2209568846
0.04851942533,-0.2005086692,0.202831102
0.0494951648,-0.1359477894,0.1545567326
0.05049548778,-0.0926344379,0.08476573142
0.05095688463,-0.07681738802,-1.986528134e-17
0.05049548778,-0.0926344379,-0.08476573142
0.0494951648,-0.1359477894,-0.1545567326
0.04851942533,-0.2005086692,-0.202831102
0.12,-0.2799,-0.46
0.12,-0.4472083349,-0.4238270031
0.12,-0.5838962977,-0.3252053417
0.12,-0.6760861116,-0.1789810094
0.12,-0.7099,-0.0
0.12,-0.6760861116,0.1789810094
0.12,-0.5838962977,0.3252053417
0.12,-0.4472083349,0.4238270031
0.12,-0.2799,0.46
0.12,-0.1125916651,0.4238270031
0.12,0.0240962977,0.3252053417
0.12,0.1162861116,0.1789810094
0.12,0.1501,-0.0
0.12,0.1162861116,-0.1789810094
0.12,0.0240962977,-0.3252053417
0.12,-0.1125916651,-0.4238270031
0.3649084885,-0.2829628667,-0.6152765334
0.3627880414,-0.5028105505,-0.5708534443
0.3585593259,-0.6864746049,-0.443826804
0.3550577241,-0.8167551978,-0.2461332239
0.3536643907,-0.8667103883,2.219109108e-17
0.3550577241,-0.8167551978,0.2461332239
0.3585593259,-0.6864746049,0.443826804
0.3627880414,-0.5028105505,0.5708534443
0.3649084885,-0.2829628667,0.6152765334
0.3627880414,-0.06311518278,0.5708534443
0.3585593259,0.1205488716,0.443826804
0.3550577241,0.2508294645,0.2461332239
0.3536643907,0.300784655,2.159999669e-17
0.3550577241,0.2508294645,-0.2461332239
0.3585593259,0.1205488716,-0.443826804
0.3627880414,-0.06311518278,-0.5708534443
0.6935227884,-0.287652991,-0.7851531587
0.6904560713,-0.559416795,-0.7295877609
0.6844991846,-0.7871424256,-0.5690612809
0.6798587828,-0.9511517802,-0.3165603693
0.6781085505,-1.014884103,7.415360768e-18
0.6798587828,-0.9511517802,0.3165603693
0.6844991846,-0.7871424256,0.5690612809
0.6904560713,-0.559416795,0.7295877609
0.6935227884,-0.287652991,0.7851531587
0.6904560713,-0.01588918702,0.7295877609
0.6844991846,0.2118364436,0.5690612809
0.6798587828,0.3758457981,0.3165603693
0.6781085505,0.4395781207,-4.367313634e-18
0.6798587828,0.3758457981,-0.3165603693
0.6844991846,0.2118364436,-0.5690612809
0.6904560713,-0.01588918702,-0.7295877609
1.02,-0.2901,-0.95
1.02,-0.6130439953,-0.8752948978
1.02,-0.8768835514,-0.6716197275
1.02,-1.054831332,-0.3696346934
1.02,-1.1201,-0.0
1.02,-1.054831332,0.3696346934
1.02,-0.8768835514,0.6716197275
1.02,-0.6130439953,0.8752948978
1.02,-0.2901,0.95
1.02,0.0328439953,0.8752948978
1.02,0.2966835514,0.6716197275
1.02,0.4746313318,0.3696346934
1.02,0.5399,-0.0
1.02,0.4746313318,-0.3696346934
1.02,0.2966835514,-0.6716197275
1.02,0.0328439953,-0.8752948978
1.39212316,-0.21350625,-1.160047863
1.394808629,-0.6223834555,-1.063227337
1.399958011,-0.9515060679,-0.8073710661
1.403842979,-1.163875537,-0.4411141163
1.405264034,-1.238453793,3.903127821e-18
1.403842979,-1.163875537,0.4411141163
1.399958011,-0.9515060679,0.8073710661
1.394808629,-0.6223834555,1.063227337
1.39212316,-0.21350625,1.160047863
1.394808629,0.1953709555,1.063227337
1.399958011,0.5244935679,0.8073710661
1.403842979,0.7368630366,0.4411141163
1.405264034,0.8114412925,1.882465475e-17
1.403842979,0.7368630366,-0.4411141163
1.399958011,0.5244935679,-0.8073710661
1.394808629,0.1953709555,-1.063227337
1.980675741,-0.045,-1.468931433
1.983062825,-0.5932637516,-1.348443235
1.987640054,-1.036809702,-1.027158109
1.991093359,-1.327420148,-0.5624360206
1.992356518,-1.431064482,3.469446952e-18
1.991093359,-1.327420148,0.5624360206
1.987640054,-1.036809702,1.027158109
1.983062825,-0.5932637516,1.348443235
1.980675741,-0.045,1.468931433
1.983062825,0.5032637516,1.348443235
1.987640054,0.9468097019,1.027158109
1.991093359,1.237420148,0.5624360206
1.992356518,1.341064482,1.673302645e-17
1.991093359,1.237420148,-0.5624360206
1.987640054,0.9468097019,-1.027158109
1.983062825,0.5032637516,-1.348443235
2.676365452,0.12350625,-1.748349288
2.677260608,-0.5545927946,-1.608998466
2.678977069,-1.106946816,-1.231778631
2.680272059,-1.47628156,-0.676847766
2.680745743,-1.610642931,1.301042607e-18
2.680272059,-1.47628156,0.676847766
2.678977069,-1.106946816,1.231778631
2.677260608,-0.5545927946,1.608998466
2.676365452,0.12350625,1.748349288
2.677260608,0.8016052946,1.608998466
2.678977069,1.353959316,1.231778631
2.680272059,1.72329406,0.676847766
2.680745743,1.857655431,6.274884918e-18
2.680272059,1.72329406,-0.676847766
2.678977069,1.353959316,-1.231778631
2.677260608,0.8016052946,-1.608998466
3.3699,0.2001,-1.87
3.3699,-0.5352784953,-1.722948904
3.3699,-1.136069774,-1.322030411
3.3699,-1.541276165,-0.7275967123
3.3699,-1.6899,-0.0
3.3699,-1.541276165,0.7275967123
3.3699,-1.136069774,1.322030411
3.3699,-0.5352784953,1.722948904
3.3699,0.2001,1.87
3.3699,0.9354784953,1.722948904
3.3699,1.536269774,1.322030411
3.3699,1.941476165,0.7275967123
3.3699,2.0901,-0.0
3.3699,1.941476165,-0.7275967123
3.3699,1.536269774,-1.322030411
3.3699,0.9354784953,-1.722948904
4.025170227,0.20634,-1.89912
4.025170227,-0.5324780434,-1.749778996
4.025170227,-1.136079372,-1.342617323
4.025170227,-1.543181014,-0.7389269884
4.025170227,-1.6925,-0.0
4.025170227,-1.543181014,0.7389269884
4.025170227,-1.136079372,1.342617323
4.025170227,-0.5324780434,1.749778996
4.025170227,0.20634,1.89912
4.025170227,0.9451580434,1.749778996
4.025170227,1.548759372,1.342617323
4.025170227,1.955861014,0.7389269884
4.025170227,2.10518,-0.0
4.025170227,1.955861014,-0.7389269884
4.025170227,1.548759372,-1.342617323
4.025170227,0.9451580434,-1.749778996
4.883525526,0.22122,-1.96856
4.883525526,-0.5258000427,-1.813758446
4.883525526,-1.13610226,-1.39170919
4.883525526,-1.547723348,-0.765945339
4.883525526,-1.6987,-0.0
4.883525526,-1.547723348,0.765945339
4.883525526,-1.13610226,1.39170919
4.883525526,-0.5258000427,1.813758446
4.883525526,0.22122,1.96856
4.883525526,0.9682400427,1.813758446
4.883525526,1.57854226,1.39170919
4.883525526,1.990163348,0.765945339
4.883525526,2.14114,-0.0
4.883525526,1.990163348,-0.765945339
4.883525526,1.57854226,-1.39170919
4.883525526,0.9682400427,-1.813758446
5.858245712,0.23898,-2.05144
5.858245712,-0.5178295257,-1.890121016
5.858245712,-1.136129578,-1.450302709
5.858245712,-1.553144842,-0.7981930478
5.858245712,-1.7061,-0.0
5.858245712,-1.553144842,0.7981930478
