x,y,z
0.0,9.251858539e-18,-0.0
0.2824091836,-0.01909047645,-0.7487335342
0.3381733877,-0.1902298859,-0.6887061521
0.44424316,-0.3294427467,-0.5250133693
0.547416869,-0.4265587855,-0.2841182579
0.5938181233,-0.4634119178,1.976196984e-16
0.547416869,-0.4265587855,0.2841182579
0.44424316,-0.3294427467,0.5250133693
0.3381733877,-0.1902298859,0.6887061521
0.2824091836,-0.01909047645,0.7487335342
0.3128447495,0.1667832414,0.6887061521
0.3968193267,0.3384115808,0.5250133693
0.484364727,0.4679430981,0.2841182579
0.5248380022,0.5195305389,2.318613138e-17
0.484364727,0.4679430981,-0.2841182579
0.3968193267,0.3384115808,-0.5250133693
0.3128447495,0.1667832414,-0.6887061521
1.023148188,-0.02147678601,-1.232722617
1.085170794,-0.3410896994,-1.14026736
1.20331217,-0.6067112297,-0.8796903268
1.318828062,-0.7988028019,-0.4818117016
1.370949937,-0.8738384075,2.198241589e-16
1.318828062,-0.7988028019,0.4818117016
1.20331217,-0.6067112297,0.8796903268
1.085170794,-0.3410896994,1.14026736
1.023148188,-0.02147678601,1.232722617
1.056676076,0.3147122243,1.14026736
1.149960358,0.6168011681,0.8796903268
1.247894402,0.8453601537,0.4818117016
1.293347301,0.9369718563,1.626768895e-17
1.247894402,0.8453601537,-0.4818117016
1.149960358,0.6168011681,-0.8796903268
1.056676076,0.3147122243,-1.14026736
2.037414882,-0.01431785734,-1.524223432
2.077813789,-0.4551979426,-1.415051622
2.154991882,-0.8253035596,-1.100442903
2.231263102,-1.095971883,-0.6082129675
2.265904971,-1.202558938,1.432187702e-16
2.231263102,-1.095971883,0.6082129675
2.154991882,-0.8253035596,1.100442903
2.077813789,-0.4551979426,1.415051622
2.037414882,-0.01431785734,1.524223432
2.05881731,0.4376129592,1.415051622
2.119424007,0.8320301852,1.100442903
2.183973995,1.127010118,0.6082129675
2.21416988,1.244647904,-2.243819166e-18
2.183973995,1.127010118,-0.6082129675
2.119424007,0.8320301852,-1.100442903
2.05881731,0.4376129592,-1.415051622
3.140407136,-0.004772619113,-1.695492165
3.152923941,-0.5351731176,-1.573426935
3.177067148,-0.9787178466,-1.22368313
3.201751513,-1.297305863,-0.678454692
3.213192755,-1.420852979,4.440892099e-17
3.201751513,-1.297305863,0.678454692
3.177067148,-0.9787178466,1.22368313
3.152923941,-0.5351731176,1.573426935
3.140407136,-0.004772619113,1.695492165
3.146591782,0.5293114564,1.573426935
3.16521119,0.9809600552,1.22368313
3.185988478,1.307651941,0.678454692
3.195947725,1.434882635,-1.383688485e-17
3.185988478,1.307651941,-0.678454692
3.16521119,0.9809600552,-1.22368313
3.146591782,0.5293114564,-1.573426935
4.14732282,0.0,-1.818785
4.14732282,-0.5836337264,-1.675761295
4.14732282,-1.060452201,-1.285823038
4.14732282,-1.382044575,-0.7076695114
4.14732282,-1.5,-0.0
4.14732282,-1.382044575,0.7076695114
4.14732282,-1.060452201,1.285823038
4.14732282,-0.5836337264,1.675761295
4.14732282,0.0,1.818785
4.14732282,0.5836337264,1.675761295
4.14732282,1.060452201,1.285823038
4.14732282,1.382044575,0.7076695114
4.14732282,1.5,-0.0
4.14732282,1.382044575,-0.7076695114
4.14732282,1.060452201,-1.285823038
4.14732282,0.5836337264,-1.675761295
5.413983111,0.0,-1.880558899
5.415502306,-0.5778780106,-1.720357039
5.418034825,-1.03893484,-1.301651438
5.419217825,-1.330023158,-0.7097759517
5.419387501,-1.42997888,5.329070518e-18
5.419217825,-1.330023158,0.7097759517
5.418034825,-1.03893484,1.301651438
5.415502306,-0.5778780106,1.720357039
5.413983111,-1.515824503e-17,1.880558899
5.415502306,0.5778780106,1.720357039
5.418034825,1.03893484,1.301651438
5.419217825,1.330023158,0.7097759517
5.419387501,1.42997888,2.094231221e-17
5.419217825,1.330023158,-0.7097759517
5.418034825,1.03893484,-1.301651438
5.415502306,0.5778780106,-1.720357039
7.255658148,0.0,-1.849424562
7.257367243,-0.5155965494,-1.690130956
