x,y,z
0.0,0.0,-0.0
0.9321605117,0.116,-0.232
0.9321605117,0.09263426758,-0.2272830664
0.9321605117,0.07086565849,-0.2137562277
0.9321605117,0.05116214426,-0.1923554269
0.9321605117,0.03399169643,-0.1640166071
0.9321605117,0.01982228656,-0.1296757115
0.9321605117,0.009121886163,-0.09026868302
0.9321605117,0.002358466798,-0.04673146483
0.9321605117,1.430954121e-17,-0.0
0.9321605117,0.002358466798,0.04673146483
0.9321605117,0.009121886163,0.09026868302
0.9321605117,0.01982228656,0.1296757115
0.9321605117,0.03399169643,0.1640166071
0.9321605117,0.05116214426,0.1923554269
0.9321605117,0.07086565849,0.2137562277
0.9321605117,0.09263426758,0.2272830664
0.9321605117,0.116,0.232
0.9321605117,0.1393657324,0.2272830664
0.9321605117,0.1611343415,0.2137562277
0.9321605117,0.1808378557,0.1923554269
0.9321605117,0.1980083036,0.1640166071
0.9321605117,0.2121777134,0.1296757115
0.9321605117,0.2228781138,0.09026868302
0.9321605117,0.2296415332,0.04673146483
0.9321605117,0.232,-0.0
0.9321605117,0.2296415332,-0.04673146483
0.9321605117,0.2228781138,-0.09026868302
0.9321605117,0.2121777134,-0.1296757115
0.9321605117,0.1980083036,-0.1640166071
0.9321605117,0.1808378557,-0.1923554269
0.9321605117,0.1611343415,-0.2137562277
0.9321605117,0.1393657324,-0.2272830664
1.864488569,0.224,-0.448
1.864488569,0.178879965,-0.4388914386
1.864488569,0.1368440302,-0.4127706465
1.864488569,0.09879586478,-0.3714449623
1.864488569,0.06563913794,-0.3167217241
1.864488569,0.03827751887,-0.2504082704
1.864488569,0.01761467673,-0.1743119396
1.864488569,0.004554280712,-0.09024007003
1.864488569,2.76322175e-17,-0.0
1.864488569,0.004554280712,0.09024007003
1.864488569,0.01761467673,0.1743119396
1.864488569,0.03827751887,0.2504082704
1.864488569,0.06563913794,0.3167217241
1.864488569,0.09879586478,0.3714449623
1.864488569,0.1368440302,0.4127706465
1.864488569,0.178879965,0.4388914386
1.864488569,0.224,0.448
1.864488569,0.269120035,0.4388914386
1.864488569,0.3111559698,0.4127706465
1.864488569,0.3492041352,0.3714449623
1.864488569,0.3823608621,0.3167217241
1.864488569,0.4097224811,0.2504082704
1.864488569,0.4303853233,0.1743119396
1.864488569,0.4434457193,0.09024007003
1.864488569,0.448,-0.0
1.864488569,0.4434457193,-0.09024007003
1.864488569,0.4303853233,-0.1743119396
1.864488569,0.4097224811,-0.2504082704
1.864488569,0.3823608621,-0.3167217241
1.864488569,0.3492041352,-0.3714449623
1.864488569,0.3111559698,-0.4127706465
1.864488569,0.269120035,-0.4388914386
2.796984173,0.324,-0.648
2.796984173,0.2587370922,-0.6348251165
2.796984173,0.1979351151,-0.5970432566
2.796984173,0.1429011616,-0.5372686061
2.796984173,0.09494232452,-0.458115351
2.796984173,0.05536569693,-0.3621976769
2.796984173,0.0254783717,-0.2521297698
2.796984173,0.006587441745,-0.1305258156
2.796984173,3.996802889e-17,-0.0
2.796984173,0.006587441745,0.1305258156
2.796984173,0.0254783717,0.2521297698
2.796984173,0.05536569693,0.3621976769
2.796984173,0.09494232452,0.458115351
2.796984173,0.1429011616,0.5372686061
2.796984173,0.1979351151,0.5970432566
2.796984173,0.2587370922,0.6348251165
2.796984173,0.324,0.648
2.796984173,0.3892629078,0.6348251165
2.796984173,0.4500648849,0.5970432566
2.796984173,0.5050988384,0.5372686061
2.796984173,0.5530576755,0.458115351
2.796984173,0.5926343031,0.3621976769
2.796984173,0.6225216283,0.2521297698
2.796984173,0.6414125583,0.1305258156
2.796984173,0.648,-0.0
2.796984173,0.6414125583,-0.1305258156
2.796984173,0.6225216283,-0.2521297698
2.796984173,0.5926343031,-0.3621976769
2.796984173,0.5530576755,-0.458115351
2.796984173,0.5050988384,-0.5372686061
2.796984173,0.4500648849,-0.5970432566
2.796984173,0.3892629078,-0.6348251165
3.729647323,0.416,-0.832
3.729647323,0.3322056493,-0.8150841002
3.729647323,0.2541389132,-0.7665740579
3.729647323,0.1834780346,-0.6898263585
3.729647323,0.1219012562,-0.5881974876
