x,y,z
0.0,0.1614,-0.0
0.2664064511,0.1878444444,-0.2978686958
0.2664064511,0.0832703322,-0.2737181876
0.2664064511,-0.004189110304,-0.2086449493
0.2664064511,-0.06422478272,-0.1137164103
0.2664064511,-0.08652758472,2.467162277e-17
0.2664064511,-0.06422478272,0.1137164103
0.2664064511,-0.004189110304,0.2086449493
0.2664064511,0.0832703322,0.2737181876
0.2664064511,0.1878444444,0.2978686958
0.2664064511,0.2924185567,0.2737181876
0.2664064511,0.3798779992,0.2086449493
0.2664064511,0.4399136716,0.1137164103
0.2664064511,0.4622164736,1.901770922e-17
0.2664064511,0.4399136716,-0.1137164103
0.2664064511,0.3798779992,-0.2086449493
0.2664064511,0.2924185567,-0.2737181876
0.6069026362,0.2369555556,-0.6163182368
0.6069026362,0.02436420156,-0.5674893394
0.6069026362,-0.1503313076,-0.4347479905
0.6069026362,-0.268679611,-0.2387122057
0.6069026362,-0.3122293479,1.233581138e-17
0.6069026362,-0.268679611,0.2387122057
0.6069026362,-0.1503313076,0.4347479905
0.6069026362,0.02436420156,0.5674893394
0.6069026362,0.2369555556,0.6163182368
0.6069026362,0.4495469096,0.5674893394
0.6069026362,0.6242424187,0.4347479905
0.6069026362,0.7425907221,0.2387122057
0.6069026362,0.786140459,9.508854609e-18
0.6069026362,0.7425907221,-0.2387122057
0.6069026362,0.6242424187,-0.4347479905
0.6069026362,0.4495469096,-0.5674893394
1.0056,0.2634,-0.76481
1.0056,0.001083876207,-0.7046676745
1.0056,-0.2132237767,-0.5406962987
1.0056,-0.3577645413,-0.2975792735
1.0056,-0.41078,-0.0
1.0056,-0.3577645413,0.2975792735
1.0056,-0.2132237767,0.5406962987
1.0056,0.001083876207,0.7046676745
1.0056,0.2634,0.76481
1.0056,0.5257161238,0.7046676745
1.0056,0.7400237767,0.5406962987
1.0056,0.8845645413,0.2975792735
1.0056,0.93758,-0.0
1.0056,0.8845645413,-0.2975792735
1.0056,0.7400237767,-0.5406962987
1.0056,0.5257161238,-0.7046676745
1.604895933,0.304321875,-0.8126054603
1.605083635,0.02290846534,-0.7485973066
1.605595384,-0.2070013338,-0.5740861793
1.606354145,-0.3620650363,-0.3153420789
1.60728288,-0.4189401563,0.001364994006
1.608211615,-0.3620650363,0.318072067
1.608970375,-0.2070013338,0.5768161673
1.609482124,0.02290846534,0.7513272946
1.609669826,0.304321875,0.8153354483
1.609482124,0.5857352847,0.7513272946
